name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,Sample3,Sample2,Sample1,Sample6,Sample5,Sample4
gene-SAUSA300_RS01370,gene-SAUSA300_RS01370,4977,4812.3,164.7,0.034,-4.9,5.9e-22,0.0e+00,0,0,5167,4549,4721,130,179,185
gene-SAUSA300_RS08885,gene-SAUSA300_RS08885,1887,1846,41,0.023,-5.5,1.3e-21,0.0e+00,0,0,2182,1688,1668,40,35,48
gene-SAUSA300_RS05720,gene-SAUSA300_RS05720,5769.7,5555.7,214,0.039,-4.7,6.8e-21,0.0e+00,0,0,5500,5132,6035,249,241,152
gene-SAUSA300_RS01365,gene-SAUSA300_RS01365,906.3,879,27.3,0.031,-5,5.2e-19,0.0e+00,0,0,1130,755,752,24,25,33
gene-SAUSA300_RS13060,gene-SAUSA300_RS13060,816,776.3,39.7,0.052,-4.3,5.9e-19,0.0e+00,0,0,812,787,730,34,35,50
gene-SAUSA300_RS09360,gene-SAUSA300_RS09360,346.3,334,12.3,0.037,-4.7,1.6e-17,0.0e+00,0,0,331,376,295,13,11,13
gene-SAUSA300_RS12780,gene-SAUSA300_RS12780,1620,199,1421,7.133,2.8,6.9e-17,0.0e+00,0,0,216,189,192,1335,1433,1495
gene-SAUSA300_RS04085,gene-SAUSA300_RS04085,2880.7,404.3,2476.3,6.12,2.6,7.4e-17,0.0e+00,0,0,429,397,387,2479,2584,2366
gene-SAUSA300_RS03675,gene-SAUSA300_RS03675,962.3,75,887.3,11.826,3.6,1.2e-16,0.0e+00,0,0,78,91,56,1070,783,809
gene-SAUSA300_RS04395,gene-SAUSA300_RS04395,372,351.7,20.3,0.059,-4.1,2.6e-16,0.0e+00,0,0,289,383,383,15,19,27
gene-SAUSA300_RS09370,gene-SAUSA300_RS09370,851,818,33,0.04,-4.6,2.6e-16,0.0e+00,0,0,572,1047,835,54,25,20
gene-SAUSA300_RS04080,gene-SAUSA300_RS04080,5325.7,834.7,4491,5.381,2.4,4.7e-16,0.0e+00,0,0,748,832,924,4327,5028,4118
gene-SAUSA300_RS04075,gene-SAUSA300_RS04075,2601.3,230.7,2370.7,10.252,3.4,4.7e-16,0.0e+00,0,0,133,300,259,2318,2479,2315
gene-SAUSA300_RS00710,gene-SAUSA300_RS00710,1907.7,1630.7,277,0.17,-2.6,4.9e-16,0.0e+00,0,0,1462,1619,1811,270,298,263
gene-SAUSA300_RS07250,gene-SAUSA300_RS07250,277.3,266.7,10.7,0.04,-4.6,1.2e-15,0.0e+00,0,0,319,245,236,5,16,11
gene-SAUSA300_RS09365,gene-SAUSA300_RS09365,276,263,13,0.05,-4.3,1.2e-15,0.0e+00,0,0,207,313,269,10,15,14
gene-SAUSA300_RS05245,gene-SAUSA300_RS05245,636,552.3,83.7,0.151,-2.7,2.2e-15,0.0e+00,0,0,566,585,506,87,80,84
gene-SAUSA300_RS14395,gene-SAUSA300_RS14395,678.3,590.3,88,0.149,-2.7,2.4e-15,0.0e+00,0,0,525,606,640,91,94,79
gene-SAUSA300_RS10525,gene-SAUSA300_RS10525,816,701.7,114.3,0.163,-2.6,3.6e-15,0.0e+00,0,0,686,631,788,122,104,117
gene-SAUSA300_RS06650,gene-SAUSA300_RS06650,402.7,367.3,35.3,0.097,-3.4,5.1e-15,0.0e+00,0,0,424,310,368,47,30,29
gene-SAUSA300_RS04095,gene-SAUSA300_RS04095,4654,866.3,3787.7,4.37,2.1,5.3e-15,0.0e+00,0,0,915,919,765,3676,4018,3669
gene-SAUSA300_RS01155,gene-SAUSA300_RS01155,3770.7,3067.7,703,0.229,-2.1,8.2e-15,0.0e+00,0,0,3457,2961,2785,733,717,659
gene-SAUSA300_RS04090,gene-SAUSA300_RS04090,2513,425.7,2087.3,4.903,2.3,1.0e-14,0.0e+00,0,0,493,421,363,1995,2341,1926
gene-SAUSA300_RS02035,gene-SAUSA300_RS02035,1001.7,842.7,159,0.189,-2.4,1.6e-14,0.0e+00,0,0,748,856,924,137,163,177
gene-SAUSA300_RS13270,gene-SAUSA300_RS13270,3081,2488.3,592.7,0.238,-2.1,3.1e-14,0.0e+00,0,0,2332,2526,2607,548,692,538
gene-SAUSA300_RS06655,gene-SAUSA300_RS06655,221.7,207,14.7,0.071,-3.8,3.5e-14,0.0e+00,0,0,227,182,212,21,11,12
gene-SAUSA300_RS06645,gene-SAUSA300_RS06645,313.3,285.3,28,0.099,-3.3,6.2e-14,0.0e+00,0,0,356,225,275,37,22,25
gene-SAUSA300_RS02700,gene-SAUSA300_RS02700,210.7,193.3,17.3,0.091,-3.5,9.8e-14,0.0e+00,0,0,207,207,166,21,14,17
gene-SAUSA300_RS01160,gene-SAUSA300_RS01160,2327.7,1863,464.7,0.249,-2,1.7e-13,0.0e+00,0,0,2216,1742,1631,487,472,435
gene-SAUSA300_RS06045,gene-SAUSA300_RS06045,976,863,113,0.131,-2.9,1.8e-13,0.0e+00,0,0,596,722,1271,100,122,117
gene-SAUSA300_RS02025,gene-SAUSA300_RS02025,492,74.7,417.3,5.582,2.5,1.9e-13,0.0e+00,0,0,69,71,84,463,428,361
gene-SAUSA300_RS10845,gene-SAUSA300_RS10845,206,194.3,11.7,0.062,-4,2.1e-13,0.0e+00,0,0,252,159,172,10,7,18
gene-SAUSA300_RS09610,gene-SAUSA300_RS09610,99.7,98.3,1.3,0.013,-6.3,2.9e-13,0.0e+00,0,0,135,76,84,0,2,2
gene-SAUSA300_RS00950,gene-SAUSA300_RS00950,3708.7,2905,803.7,0.277,-1.9,5.1e-13,0.0e+00,0,0,3432,2602,2681,778,890,743
gene-SAUSA300_RS03705,gene-SAUSA300_RS03705,327,281,46,0.165,-2.6,5.2e-13,0.0e+00,0,0,322,256,265,41,42,55
gene-SAUSA300_RS07245,gene-SAUSA300_RS07245,129.3,123.3,6,0.05,-4.3,5.9e-13,0.0e+00,0,0,149,95,126,6,6,6
gene-SAUSA300_RS02020,gene-SAUSA300_RS02020,1756.3,379,1377.3,3.635,1.9,1.1e-12,0.0e+00,0,0,354,393,390,1546,1419,1167
gene-SAUSA300_RS01010,gene-SAUSA300_RS01010,423,352.7,70.3,0.199,-2.3,1.6e-12,0.0e+00,0,0,360,300,398,65,85,61
gene-SAUSA300_RS05680,gene-SAUSA300_RS05680,95,94.3,0.7,0.007,-7.1,1.8e-12,0.0e+00,0,0,55,129,99,0,2,0
gene-SAUSA300_RS03005,gene-SAUSA300_RS03005,326,281,45,0.16,-2.6,2.0e-12,0.0e+00,0,0,227,300,316,31,50,54
gene-SAUSA300_RS07540,gene-SAUSA300_RS07540,210.3,186.3,24,0.128,-3,2.8e-12,0.0e+00,0,0,236,158,165,27,23,22
gene-SAUSA300_RS10945,gene-SAUSA300_RS10945,6227,4647,1580,0.34,-1.6,3.2e-12,0.0e+00,0,0,4490,4534,4917,1442,1756,1542
gene-SAUSA300_RS05240,gene-SAUSA300_RS05240,831.3,691,140.3,0.204,-2.3,3.8e-12,0.0e+00,0,0,925,537,611,151,110,160
gene-SAUSA300_RS09595,gene-SAUSA300_RS09595,87.3,87.3,0,0.001,-9.4,4.8e-12,0.0e+00,0,0,120,68,74,0,0,0
gene-SAUSA300_RS10935,gene-SAUSA300_RS10935,10044.3,7499.3,2545,0.339,-1.6,5.2e-12,0.0e+00,0,0,8702,7044,6752,2380,2463,2792
gene-SAUSA300_RS02705,gene-SAUSA300_RS02705,152.3,139.7,12.7,0.091,-3.5,5.9e-12,0.0e+00,0,0,181,136,102,12,14,12
gene-SAUSA300_RS04100,gene-SAUSA300_RS04100,6126,1605.3,4520.7,2.816,1.5,6.6e-12,0.0e+00,0,0,1681,1647,1488,4332,4900,4330
gene-SAUSA300_RS04615,gene-SAUSA300_RS04615,391,74,317,4.262,2.1,6.9e-12,0.0e+00,0,0,68,79,75,312,330,309
gene-SAUSA300_RS05225,gene-SAUSA300_RS05225,330,272.3,57.7,0.213,-2.2,8.3e-12,0.0e+00,0,0,289,246,282,70,48,55
gene-SAUSA300_RS03190,gene-SAUSA300_RS03190,2108.7,1694.3,414.3,0.244,-2,9.5e-12,0.0e+00,0,0,1189,2083,1811,425,487,331
gene-SAUSA300_RS10850,gene-SAUSA300_RS10850,121.7,113,8.7,0.077,-3.7,9.6e-12,0.0e+00,0,0,104,120,115,12,11,3
gene-SAUSA300_RS02805,gene-SAUSA300_RS02805,291.3,248.7,42.7,0.171,-2.5,9.7e-12,0.0e+00,0,0,316,216,214,36,55,37
gene-SAUSA300_RS00955,gene-SAUSA300_RS00955,453,377.7,75.3,0.199,-2.3,1.2e-11,0.0e+00,0,0,514,291,328,69,84,73
gene-SAUSA300_RS12065,gene-SAUSA300_RS12065,443.7,362.3,81.3,0.225,-2.2,1.3e-11,0.0e+00,0,0,424,340,323,65,104,75
gene-SAUSA300_RS07105,gene-SAUSA300_RS07105,3784.7,2805.3,979.3,0.349,-1.5,1.5e-11,0.0e+00,0,0,2496,2922,2998,987,1069,882
gene-SAUSA300_RS01755,gene-SAUSA300_RS01755,270.3,227,43.3,0.192,-2.4,1.6e-11,0.0e+00,0,0,282,203,196,39,48,43
gene-SAUSA300_RS13425,gene-SAUSA300_RS13425,539.7,430,109.7,0.255,-2,2.0e-11,0.0e+00,0,0,330,470,490,105,105,119
gene-SAUSA300_RS07545,gene-SAUSA300_RS07545,220.3,189,31.3,0.167,-2.6,2.2e-11,0.0e+00,0,0,223,175,169,27,25,42
gene-SAUSA300_RS15960,gene-SAUSA300_RS15960,217,189,28,0.147,-2.8,2.2e-11,0.0e+00,0,0,133,243,191,25,26,33
gene-SAUSA300_RS03670,gene-SAUSA300_RS03670,147.3,12.7,134.7,10.455,3.4,2.4e-11,0.0e+00,0,0,12,16,10,172,118,114
gene-SAUSA300_RS16125,gene-SAUSA300_RS16125,6221,4720,1501,0.318,-1.7,2.6e-11,0.0e+00,0,0,3613,5738,4809,1632,1568,1303
gene-SAUSA300_RS12745,gene-SAUSA300_RS12745,71.3,1.3,70,40.671,5.3,3.2e-11,0.0e+00,0,0,2,2,0,55,76,79
gene-SAUSA300_RS09515,gene-SAUSA300_RS09515,2195.7,1654.7,541,0.327,-1.6,4.0e-11,0.0e+00,0,0,1323,1695,1946,548,583,492
gene-SAUSA300_RS07100,gene-SAUSA300_RS07100,1426.3,1053.7,372.7,0.354,-1.5,4.1e-11,0.0e+00,0,0,1113,1047,1001,354,379,385
gene-SAUSA300_RS01945,gene-SAUSA300_RS01945,936,729.3,206.7,0.284,-1.8,4.6e-11,0.0e+00,0,0,576,871,741,242,173,205
gene-SAUSA300_RS03710,gene-SAUSA300_RS03710,261.7,223,38.7,0.174,-2.5,5.0e-11,0.0e+00,0,0,310,192,167,40,38,38
gene-SAUSA300_RS00800,gene-SAUSA300_RS00800,900.7,679.7,221,0.325,-1.6,5.1e-11,0.0e+00,0,0,653,736,650,196,249,218
gene-SAUSA300_RS09600,gene-SAUSA300_RS09600,71.7,70.3,1.3,0.018,-5.8,5.6e-11,0.0e+00,0,0,112,51,48,2,0,2
gene-SAUSA300_RS09605,gene-SAUSA300_RS09605,70,69,1,0.018,-5.8,5.6e-11,0.0e+00,0,0,84,67,56,3,0,0
gene-SAUSA300_RS09615,gene-SAUSA300_RS09615,77.3,76.3,1,0.017,-5.9,6.4e-11,0.0e+00,0,0,101,82,46,0,0,3
gene-SAUSA300_RS02575,gene-SAUSA300_RS02575,380.7,308.7,72,0.233,-2.1,7.1e-11,0.0e+00,0,0,228,364,334,80,58,78
gene-SAUSA300_RS06255,gene-SAUSA300_RS06255,145.7,17,128.7,7.639,2.9,8.2e-11,0.0e+00,0,0,22,11,18,116,140,130
gene-SAUSA300_RS00995,gene-SAUSA300_RS00995,310,248.3,61.7,0.248,-2,8.7e-11,0.0e+00,0,0,257,223,265,50,72,63
gene-SAUSA300_RS03715,gene-SAUSA300_RS03715,124.3,108.7,15.7,0.146,-2.8,9.0e-11,0.0e+00,0,0,110,106,110,15,14,18
gene-SAUSA300_RS12390,gene-SAUSA300_RS12390,1507.3,1111,396.3,0.357,-1.5,9.6e-11,0.0e+00,0,0,1095,1133,1105,375,460,354
gene-SAUSA300_RS01940,gene-SAUSA300_RS01940,693,520.7,172.3,0.331,-1.6,9.6e-11,0.0e+00,0,0,554,514,494,156,180,181
gene-SAUSA300_RS08955,gene-SAUSA300_RS08955,450,91,359,3.938,2,1.2e-10,0.0e+00,0,0,105,75,93,436,353,288
gene-SAUSA300_RS02810,gene-SAUSA300_RS02810,150,128.3,21.7,0.17,-2.6,1.2e-10,0.0e+00,0,0,115,137,133,26,19,20
gene-SAUSA300_RS10940,gene-SAUSA300_RS10940,578.3,442.7,135.7,0.306,-1.7,1.7e-10,0.0e+00,0,0,514,445,369,121,133,153
gene-SAUSA300_RS10105,gene-SAUSA300_RS10105,294.7,54,240.7,4.461,2.2,1.8e-10,0.0e+00,0,0,68,36,58,254,209,259
gene-SAUSA300_RS12080,gene-SAUSA300_RS12080,328.3,258,70.3,0.272,-1.9,2.1e-10,0.0e+00,0,0,281,280,213,72,75,64
gene-SAUSA300_RS05830,gene-SAUSA300_RS05830,363.3,78.3,285,3.625,1.9,2.2e-10,0.0e+00,0,0,80,91,64,311,277,267
gene-SAUSA300_RS10950,gene-SAUSA300_RS10950,8208,5860,2348,0.401,-1.3,2.2e-10,0.0e+00,0,0,6883,5439,5258,2184,2328,2532
gene-SAUSA300_RS04600,gene-SAUSA300_RS04600,291,60.3,230.7,3.806,1.9,2.3e-10,0.0e+00,0,0,65,65,51,227,232,233
gene-SAUSA300_RS13235,gene-SAUSA300_RS13235,340,74,266,3.597,1.8,3.2e-10,0.0e+00,0,0,90,65,67,285,253,260
gene-SAUSA300_RS00930,gene-SAUSA300_RS00930,121,106.3,14.7,0.138,-2.9,3.8e-10,0.0e+00,0,0,82,100,137,13,18,13
gene-SAUSA300_RS12075,gene-SAUSA300_RS12075,167.7,142.3,25.3,0.18,-2.5,3.9e-10,0.0e+00,0,0,182,126,119,27,19,30
gene-SAUSA300_RS09510,gene-SAUSA300_RS09510,2609.7,1886.3,723.3,0.384,-1.4,4.4e-10,0.0e+00,0,0,2119,1786,1754,834,608,728
gene-SAUSA300_RS12135,gene-SAUSA300_RS12135,434.7,342,92.7,0.271,-1.9,5.0e-10,0.0e+00,0,0,262,389,375,100,110,68
gene-SAUSA300_RS05235,gene-SAUSA300_RS05235,150,128.3,21.7,0.173,-2.5,6.1e-10,0.0e+00,0,0,161,97,127,27,19,19
gene-SAUSA300_RS01015,gene-SAUSA300_RS01015,211,171.3,39.7,0.233,-2.1,6.8e-10,0.0e+00,0,0,182,138,194,46,34,39
gene-SAUSA300_RS12115,gene-SAUSA300_RS12115,191,157.7,33.3,0.213,-2.2,6.9e-10,0.0e+00,0,0,154,197,122,35,36,29
gene-SAUSA300_RS08320,gene-SAUSA300_RS08320,341,261,80,0.307,-1.7,7.3e-10,0.0e+00,0,0,258,237,288,70,82,88
gene-SAUSA300_RS07365,gene-SAUSA300_RS07365,1608.7,447,1161.7,2.596,1.4,7.6e-10,0.0e+00,0,0,366,515,460,1132,1209,1144
gene-SAUSA300_RS01125,gene-SAUSA300_RS01125,246,192.7,53.3,0.277,-1.9,8.8e-10,0.0e+00,0,0,200,206,172,50,52,58
gene-SAUSA300_RS05220,gene-SAUSA300_RS05220,183.7,152.3,31.3,0.204,-2.3,1.2e-09,0.0e+00,0,0,145,141,171,36,40,18
gene-SAUSA300_RS07240,gene-SAUSA300_RS07240,84,78,6,0.082,-3.6,1.4e-09,0.0e+00,0,0,55,110,69,10,5,3
gene-SAUSA300_RS05230,gene-SAUSA300_RS05230,152.7,128.7,24,0.188,-2.4,1.6e-09,0.0e+00,0,0,147,119,120,24,34,14
gene-SAUSA300_RS12100,gene-SAUSA300_RS12100,260.3,207.3,53,0.257,-2,1.7e-09,0.0e+00,0,0,228,186,208,59,66,34
gene-SAUSA300_RS09775,gene-SAUSA300_RS09775,98.7,11,87.7,7.779,3,2.0e-09,0.0e+00,0,0,7,16,10,100,89,74
gene-SAUSA300_RS01120,gene-SAUSA300_RS01120,261,204.3,56.7,0.277,-1.9,2.2e-09,0.0e+00,0,0,205,213,195,40,72,58
gene-SAUSA300_RS09620,gene-SAUSA300_RS09620,40.3,39.7,0.7,0.017,-5.8,2.2e-09,0.0e+00,0,0,48,40,31,2,0,0
gene-SAUSA300_RS12015,gene-SAUSA300_RS12015,465.3,343,122.3,0.357,-1.5,2.7e-09,0.0e+00,0,0,377,354,298,110,134,123
gene-SAUSA300_RS06445,gene-SAUSA300_RS06445,205,42.3,162.7,3.843,1.9,3.8e-09,0.0e+00,0,0,51,37,39,161,143,184
gene-SAUSA300_RS13240,gene-SAUSA300_RS13240,119,19.7,99.3,5.07,2.3,4.2e-09,0.0e+00,0,0,18,19,22,103,95,100
gene-SAUSA300_RS09355,gene-SAUSA300_RS09355,62,58.7,3.3,0.055,-4.2,4.5e-09,0.0e+00,0,0,36,88,52,1,4,5
gene-SAUSA300_RS08910,gene-SAUSA300_RS08910,341.7,252.3,89.3,0.355,-1.5,5.6e-09,0.0e+00,0,0,233,248,276,94,85,89
gene-SAUSA300_RS12120,gene-SAUSA300_RS12120,256.3,197.7,58.7,0.296,-1.8,5.7e-09,0.0e+00,0,0,165,211,217,60,70,46
gene-SAUSA300_RS12090,gene-SAUSA300_RS12090,245,186.3,58.7,0.314,-1.7,7.6e-09,0.0e+00,0,0,198,181,180,64,64,48
gene-SAUSA300_RS04560,gene-SAUSA300_RS04560,439.3,317.7,121.7,0.383,-1.4,8.8e-09,0.0e+00,0,0,310,290,353,120,131,114
gene-SAUSA300_RS12095,gene-SAUSA300_RS12095,187.3,147.3,40,0.271,-1.9,9.0e-09,0.0e+00,0,0,159,139,144,50,41,29
gene-SAUSA300_RS00075,gene-SAUSA300_RS00075,399.7,97.3,302.3,3.112,1.6,1.0e-08,0.0e+00,0,0,80,74,138,283,315,309
gene-SAUSA300_RS01115,gene-SAUSA300_RS01115,320.3,234.3,86,0.368,-1.4,1.2e-08,0.0e+00,0,0,224,237,242,88,81,89
gene-SAUSA300_RS14350,gene-SAUSA300_RS14350,155.3,30.3,125,4.118,2,1.3e-08,0.0e+00,0,0,35,33,23,106,141,128
gene-SAUSA300_RS07235,gene-SAUSA300_RS07235,430,321.3,108.7,0.338,-1.6,1.4e-08,0.0e+00,0,0,308,273,383,103,141,82
gene-SAUSA300_RS03575,gene-SAUSA300_RS03575,177,139.3,37.7,0.27,-1.9,1.9e-08,0.0e+00,0,0,112,168,138,36,46,31
gene-SAUSA300_RS11645,gene-SAUSA300_RS11645,224,52,172,3.306,1.7,1.9e-08,0.0e+00,0,0,44,68,44,179,171,166
gene-SAUSA300_RS03720,gene-SAUSA300_RS03720,53,48.3,4.7,0.102,-3.3,2.2e-08,0.0e+00,0,0,39,58,48,3,4,7
gene-SAUSA300_RS03775,gene-SAUSA300_RS03775,674,197.3,476.7,2.415,1.3,2.5e-08,0.0e+00,0,0,238,168,186,501,481,448
gene-SAUSA300_RS00085,gene-SAUSA300_RS00085,362.7,102.7,260,2.533,1.3,3.0e-08,0.0e+00,0,0,102,102,104,263,255,262
gene-SAUSA300_RS13765,gene-SAUSA300_RS13765,103.3,95.3,8,0.085,-3.5,3.1e-08,0.0e+00,0,0,44,68,174,7,5,12
gene-SAUSA300_RS12590,gene-SAUSA300_RS12590,759.7,230.3,529.3,2.297,1.2,3.1e-08,0.0e+00,0,0,242,249,200,544,559,485
gene-SAUSA300_RS06205,gene-SAUSA300_RS06205,407.3,118.7,288.7,2.435,1.3,5.3e-08,1.0e-04,0,0,133,109,114,295,279,292
gene-SAUSA300_RS00585,gene-SAUSA300_RS00585,117.7,93.3,24.3,0.265,-1.9,5.8e-08,1.0e-04,0,0,90,98,92,22,28,23
gene-SAUSA300_RS12070,gene-SAUSA300_RS12070,130,106.7,23.3,0.218,-2.2,6.0e-08,1.0e-04,0,0,125,130,65,27,27,16
gene-SAUSA300_RS12730,gene-SAUSA300_RS12730,71,60.7,10.3,0.171,-2.5,8.3e-08,1.0e-04,0,0,47,70,65,10,14,7
gene-SAUSA300_RS08950,gene-SAUSA300_RS08950,618.3,191,427.3,2.239,1.2,9.0e-08,1.0e-04,0,0,217,164,192,431,415,436
gene-SAUSA300_RS01025,gene-SAUSA300_RS01025,76.7,67.7,9,0.137,-2.9,1.0e-07,1.0e-04,0,0,96,42,65,6,5,16
gene-SAUSA300_RS13745,gene-SAUSA300_RS13745,3468.7,2277.3,1191.3,0.523,-0.9,1.1e-07,1.0e-04,0,0,2208,2324,2300,1080,1272,1222
gene-SAUSA300_RS01005,gene-SAUSA300_RS01005,116.3,91,25.3,0.278,-1.8,1.3e-07,2.0e-04,0,0,85,91,97,21,28,27
gene-SAUSA300_RS06710,gene-SAUSA300_RS06710,642.7,459.7,183,0.399,-1.3,1.4e-07,2.0e-04,0,0,613,400,366,149,193,207
gene-SAUSA300_RS01250,gene-SAUSA300_RS01250,22655.3,14706,7949.3,0.541,-0.9,1.5e-07,2.0e-04,0,0,12317,15778,16023,7861,7960,8027
gene-SAUSA300_RS01020,gene-SAUSA300_RS01020,140.3,109.7,30.7,0.278,-1.8,1.5e-07,2.0e-04,0,0,135,107,87,26,41,25
gene-SAUSA300_RS08260,gene-SAUSA300_RS08260,1039.7,694.3,345.3,0.497,-1,1.8e-07,2.0e-04,0,0,756,666,661,362,341,333
gene-SAUSA300_RS00670,gene-SAUSA300_RS00670,1251.7,409.7,842,2.055,1,1.8e-07,2.0e-04,0,0,413,364,452,960,793,773
gene-SAUSA300_RS00050,gene-SAUSA300_RS00050,108,85.3,22.7,0.268,-1.9,1.9e-07,2.0e-04,0,0,87,99,70,26,19,23
gene-SAUSA300_RS12060,gene-SAUSA300_RS12060,190.3,147,43.3,0.296,-1.8,2.3e-07,3.0e-04,0,0,202,140,99,48,49,33
gene-SAUSA300_RS12145,gene-SAUSA300_RS12145,229.3,166,63.3,0.383,-1.4,2.3e-07,3.0e-04,0,0,156,153,189,65,58,67
gene-SAUSA300_RS12750,gene-SAUSA300_RS12750,32,0,32,259.131,8,2.6e-07,3.0e-04,0,0,0,0,0,29,19,48
gene-SAUSA300_RS11565,gene-SAUSA300_RS11565,84.3,14,70.3,5.164,2.4,2.7e-07,3.0e-04,0,0,15,12,15,51,95,65
gene-SAUSA300_RS13750,gene-SAUSA300_RS13750,1797.7,1180.3,617.3,0.523,-0.9,2.9e-07,3.0e-04,0,0,1136,1151,1254,568,611,673
gene-SAUSA300_RS13230,gene-SAUSA300_RS13230,235.7,61.3,174.3,2.846,1.5,3.1e-07,4.0e-04,0,0,84,50,50,184,148,191
gene-SAUSA300_RS00960,gene-SAUSA300_RS00960,234.7,64.3,170.3,2.638,1.4,4.0e-07,5.0e-04,0,0,47,70,76,173,166,172
gene-SAUSA300_RS09080,gene-SAUSA300_RS09080,538,162,376,2.323,1.2,4.1e-07,5.0e-04,0,0,215,133,138,328,402,398
gene-SAUSA300_RS11930,gene-SAUSA300_RS11930,2963.3,2028.7,934.7,0.461,-1.1,4.5e-07,5.0e-04,0,0,1352,2391,2343,971,1024,809
gene-SAUSA300_RS01215,gene-SAUSA300_RS01215,335.7,94,241.7,2.573,1.4,5.1e-07,6.0e-04,0,0,96,89,97,247,307,171
gene-SAUSA300_RS14075,gene-SAUSA300_RS14075,160.7,120,40.7,0.341,-1.6,5.2e-07,6.0e-04,0,0,126,124,110,51,30,41
gene-SAUSA300_RS12020,gene-SAUSA300_RS12020,1052,719.3,332.7,0.463,-1.1,5.6e-07,7.0e-04,0,0,918,709,531,370,314,314
gene-SAUSA300_RS12845,gene-SAUSA300_RS12845,792,538.7,253.3,0.47,-1.1,6.0e-07,7.0e-04,0,0,514,634,468,200,269,291
gene-SAUSA300_RS00925,gene-SAUSA300_RS00925,74.7,61.3,13.3,0.221,-2.2,6.9e-07,8.0e-04,0,0,55,70,59,11,21,8
gene-SAUSA300_RS10540,gene-SAUSA300_RS10540,379,259.7,119.3,0.46,-1.1,7.9e-07,9.0e-04,0,0,255,244,280,102,137,119
gene-SAUSA300_RS10450,gene-SAUSA300_RS10450,307,92,215,2.34,1.2,8.4e-07,1.0e-03,0,0,80,82,114,218,231,196
gene-SAUSA300_RS02725,gene-SAUSA300_RS02725,171.7,43,128.7,3.002,1.6,8.7e-07,1.0e-03,0,0,32,41,56,154,102,130
gene-SAUSA300_RS13855,gene-SAUSA300_RS13855,515.7,354.7,161,0.454,-1.1,8.8e-07,1.0e-03,0,0,354,324,386,154,206,123
gene-SAUSA300_RS09170,gene-SAUSA300_RS09170,487,150.3,336.7,2.243,1.2,1.2e-06,1.4e-03,0,0,170,136,145,327,258,425
gene-SAUSA300_RS07430,gene-SAUSA300_RS07430,5055.3,3441,1614.3,0.469,-1.1,1.3e-06,1.5e-03,0,0,2108,4139,4076,1547,1784,1512
gene-SAUSA300_RS04595,gene-SAUSA300_RS04595,100.7,18.7,82,4.331,2.1,1.3e-06,1.5e-03,0,0,34,9,13,99,83,64
gene-SAUSA300_RS12130,gene-SAUSA300_RS12130,114.3,90,24.3,0.272,-1.9,1.3e-06,1.5e-03,0,0,99,109,62,33,27,13
gene-SAUSA300_RS12585,gene-SAUSA300_RS12585,785.3,270.3,515,1.903,0.9,1.3e-06,1.5e-03,0,0,287,252,272,538,518,489
gene-SAUSA300_RS12110,gene-SAUSA300_RS12110,92.3,71.3,21,0.294,-1.8,1.6e-06,1.8e-03,0,0,65,74,75,17,18,28
gene-SAUSA300_RS13655,gene-SAUSA300_RS13655,60,10.3,49.7,4.763,2.3,1.6e-06,1.8e-03,0,0,10,14,7,53,53,43
gene-SAUSA300_RS09800,gene-SAUSA300_RS09800,405,274.3,130.7,0.476,-1.1,1.6e-06,1.9e-03,0,0,269,251,303,154,114,124
gene-SAUSA300_RS04605,gene-SAUSA300_RS04605,92.3,18.7,73.7,3.912,2,1.8e-06,2.1e-03,0,0,13,32,11,76,76,69
gene-SAUSA300_RS12880,gene-SAUSA300_RS12880,371,259,112,0.432,-1.2,1.9e-06,2.3e-03,0,0,223,268,286,85,154,97
gene-SAUSA300_RS04655,gene-SAUSA300_RS04655,36.7,32.3,4.3,0.145,-2.8,2.1e-06,2.5e-03,0,0,34,34,29,3,7,3
gene-SAUSA300_RS08395,gene-SAUSA300_RS08395,662,230.3,431.7,1.872,0.9,2.4e-06,2.8e-03,0,0,225,228,238,439,433,423
gene-SAUSA300_RS11220,gene-SAUSA300_RS11220,102.7,20,82.7,4.095,2,2.6e-06,3.0e-03,0,0,17,12,31,64,118,66
gene-SAUSA300_RS06850,gene-SAUSA300_RS06850,66.3,13,53.3,4.035,2,2.8e-06,3.3e-03,0,0,17,9,13,52,51,57
gene-SAUSA300_RS05805,gene-SAUSA300_RS05805,155,41.3,113.7,2.744,1.5,2.9e-06,3.4e-03,0,0,34,44,46,130,87,124
gene-SAUSA300_RS13570,gene-SAUSA300_RS13570,227,162.7,64.3,0.395,-1.3,3.0e-06,3.5e-03,0,0,162,190,136,51,90,52
gene-SAUSA300_RS08400,gene-SAUSA300_RS08400,170.3,46.3,124,2.668,1.4,3.0e-06,3.5e-03,0,0,50,56,33,136,133,103
gene-SAUSA300_RS13420,gene-SAUSA300_RS13420,38.7,34.3,4.3,0.129,-3,3.0e-06,3.5e-03,0,0,22,53,28,3,4,6
gene-SAUSA300_RS03250,gene-SAUSA300_RS03250,1132.7,750.7,382,0.509,-1,3.1e-06,3.5e-03,0,0,592,828,832,322,469,355
gene-SAUSA300_RS02795,gene-SAUSA300_RS02795,526.7,358.7,168,0.469,-1.1,3.5e-06,4.0e-03,0,0,255,354,467,151,174,179
