"name","gene","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6"
"gene-SAUSA300_RS03290","gene-SAUSA300_RS03290",0,2,4,6,4,0
"gene-SAUSA300_RS03295","gene-SAUSA300_RS03295",0,0,0,0,3,0
"gene-SAUSA300_RS03300","gene-SAUSA300_RS03300",0,2,0,0,0,0
"gene-SAUSA300_RS03305","gene-SAUSA300_RS03305",0,2,2,3,2,0
"gene-SAUSA300_RS03310","gene-SAUSA300_RS03310",50,68,102,146,143,115
"gene-SAUSA300_RS03315","gene-SAUSA300_RS03315",67,47,59,90,79,62
"gene-SAUSA300_RS03320","gene-SAUSA300_RS03320",52,44,82,98,71,82
"gene-SAUSA300_RS03325","gene-SAUSA300_RS03325",8,10,10,16,12,16
"gene-SAUSA300_RS03330","gene-SAUSA300_RS03330",42,32,45,60,48,50
"gene-SAUSA300_RS03335","gene-SAUSA300_RS03335",0,0,4,4,4,0
"gene-SAUSA300_RS03340","gene-SAUSA300_RS03340",0,0,0,2,8,12
"gene-SAUSA300_RS03345","gene-SAUSA300_RS03345",36,28,26,33,48,48
"gene-SAUSA300_RS03350","gene-SAUSA300_RS03350",14,12,10,42,34,46
"gene-SAUSA300_RS03355","gene-SAUSA300_RS03355",6,2,5,21,17,10
"gene-SAUSA300_RS03360","gene-SAUSA300_RS03360",8,8,23,38,34,23
"gene-SAUSA300_RS03365","gene-SAUSA300_RS03365",0,4,3,10,7,5
"gene-SAUSA300_RS03370","gene-SAUSA300_RS03370",2,2,2,4,2,6
"gene-SAUSA300_RS03375","gene-SAUSA300_RS03375",1292,1312,1307,2340,2194,2336
"gene-SAUSA300_RS03380","gene-SAUSA300_RS03380",42,42,38,120,92,114
"gene-SAUSA300_RS03385","gene-SAUSA300_RS03385",4,8,2,6,8,2
"gene-SAUSA300_RS03390","gene-SAUSA300_RS03390",12,12,22,24,18,14
"gene-SAUSA300_RS03395","gene-SAUSA300_RS03395",29,46,36,38,19,24
"gene-SAUSA300_RS03400","gene-SAUSA300_RS03400",10,6,10,13,10,7
"gene-SAUSA300_RS03405","gene-SAUSA300_RS03405",14,10,20,14,18,10
"gene-SAUSA300_RS03410","gene-SAUSA300_RS03410",46,22,34,64,68,75
"gene-SAUSA300_RS03415","gene-SAUSA300_RS03415",12,6,7,27,17,14
"gene-SAUSA300_RS03420","gene-SAUSA300_RS03420",17,13,12,29,24,40
"gene-SAUSA300_RS03425","gene-SAUSA300_RS03425",34,20,26,28,26,38
"gene-SAUSA300_RS03430","gene-SAUSA300_RS03430",6,16,3,37,33,34
"gene-SAUSA300_RS03435","gene-SAUSA300_RS03435",2,0,0,4,6,5
"gene-SAUSA300_RS03445","gene-SAUSA300_RS03445",0,0,0,10,6,14
"gene-SAUSA300_RS03450","gene-SAUSA300_RS03450",0,8,4,30,10,26
"gene-SAUSA300_RS03455","gene-SAUSA300_RS03455",1,6,3,10,10,6
"gene-SAUSA300_RS03460","gene-SAUSA300_RS03460",6,4,0,8,10,10
"gene-SAUSA300_RS03465","gene-SAUSA300_RS03465",16,6,8,14,24,24
"gene-SAUSA300_RS03470","gene-SAUSA300_RS03470",0,6,4,8,15,8
"gene-SAUSA300_RS03475","gene-SAUSA300_RS03475",8,6,16,30,25,32
"gene-SAUSA300_RS03480","gene-SAUSA300_RS03480",10,6,10,20,16,11
"gene-SAUSA300_RS03485","gene-SAUSA300_RS03485",10,10,24,40,30,37
"gene-SAUSA300_RS03490","gene-SAUSA300_RS03490",20,24,8,29,25,16
"gene-SAUSA300_RS03495","gene-SAUSA300_RS03495",12,0,6,24,16,6
"gene-SAUSA300_RS03500","gene-SAUSA300_RS03500",0,0,0,0,0,0
"gene-SAUSA300_RS03505","gene-SAUSA300_RS03505",0,0,0,0,4,0
"gene-SAUSA300_RS03510","gene-SAUSA300_RS03510",44,44,35,78,58,81
"gene-SAUSA300_RS03515","gene-SAUSA300_RS03515",15,11,18,24,30,37
"gene-SAUSA300_RS03520","gene-SAUSA300_RS03520",0,0,0,0,0,0
"gene-SAUSA300_RS03525","gene-SAUSA300_RS03525",38,21,26,54,40,55
"gene-SAUSA300_RS03530","gene-SAUSA300_RS03530",32,34,46,49,52,81
"gene-SAUSA300_RS03540","gene-SAUSA300_RS03540",7,9,14,36,28,18
"gene-SAUSA300_RS03545","gene-SAUSA300_RS03545",0,0,4,7,0,2
"gene-SAUSA300_RS03550","gene-SAUSA300_RS03550",2,0,0,0,0,0
"gene-SAUSA300_RS03555","gene-SAUSA300_RS03555",0,0,2,0,0,0
"gene-SAUSA300_RS03560","gene-SAUSA300_RS03560",2,0,0,4,4,2
"gene-SAUSA300_RS03565","gene-SAUSA300_RS03565",0,0,2,6,2,0
"gene-SAUSA300_RS03570","gene-SAUSA300_RS03570",0,0,2,0,0,0
"gene-SAUSA300_RS03575","gene-SAUSA300_RS03575",114,144,92,37,52,42
"gene-SAUSA300_RS03580","gene-SAUSA300_RS03580",25,22,14,29,36,29
"gene-SAUSA300_RS03585","gene-SAUSA300_RS03585",179,177,184,197,185,214
"gene-SAUSA300_RS03590","gene-SAUSA300_RS03590",2,6,0,2,8,12
"gene-SAUSA300_RS03595","gene-SAUSA300_RS03595",39,39,50,141,89,139
"gene-SAUSA300_RS03600","gene-SAUSA300_RS03600",37,31,80,125,107,92
"gene-SAUSA300_RS03605","gene-SAUSA300_RS03605",170,172,124,238,255,225
"gene-SAUSA300_RS03610","gene-SAUSA300_RS03610",3,4,0,4,5,4
"gene-SAUSA300_RS03615","gene-SAUSA300_RS03615",0,2,0,8,10,10
"gene-SAUSA300_RS03620","gene-SAUSA300_RS03620",0,0,0,0,0,0
"gene-SAUSA300_RS03625","gene-SAUSA300_RS03625",51,71,48,137,140,152
"gene-SAUSA300_RS03630","gene-SAUSA300_RS03630",107,110,127,253,252,262
"gene-SAUSA300_RS03635","gene-SAUSA300_RS03635",5,2,3,1,3,1
"gene-SAUSA300_RS03640","gene-SAUSA300_RS03640",0,2,0,2,1,2
"gene-SAUSA300_RS03645","gene-SAUSA300_RS03645",2,8,6,10,12,15
"gene-SAUSA300_RS03650","gene-SAUSA300_RS03650",12,4,22,68,78,68
"gene-SAUSA300_RS03655","gene-SAUSA300_RS03655",0,0,0,4,2,0
"gene-SAUSA300_RS03660","gene-SAUSA300_RS03660",6,10,2,14,6,18
"gene-SAUSA300_RS03665","gene-SAUSA300_RS03665",0,6,0,10,36,12
"gene-SAUSA300_RS03670","gene-SAUSA300_RS03670",8,14,10,136,134,200
"gene-SAUSA300_RS03675","gene-SAUSA300_RS03675",46,78,64,967,886,1247
"gene-SAUSA300_RS03685","gene-SAUSA300_RS03685",0,2,0,2,4,4
"gene-SAUSA300_RS03690","gene-SAUSA300_RS03690",4,2,12,0,10,10
"gene-SAUSA300_RS03695","gene-SAUSA300_RS03695",37,43,58,43,26,36
"gene-SAUSA300_RS03700","gene-SAUSA300_RS03700",107,119,110,91,62,68
"gene-SAUSA300_RS03705","gene-SAUSA300_RS03705",219,219,266,66,48,48
"gene-SAUSA300_RS03710","gene-SAUSA300_RS03710",138,164,256,45,43,47
"gene-SAUSA300_RS03715","gene-SAUSA300_RS03715",91,91,91,21,16,18
"gene-SAUSA300_RS03720","gene-SAUSA300_RS03720",40,50,32,8,5,4
"gene-SAUSA300_RS03725","gene-SAUSA300_RS03725",0,0,0,0,2,0
"gene-SAUSA300_RS03730","gene-SAUSA300_RS03730",11,14,6,22,23,24
"gene-SAUSA300_RS03735","gene-SAUSA300_RS03735",8,0,4,0,9,13
"gene-SAUSA300_RS03740","gene-SAUSA300_RS03740",4,3,2,0,3,0
"gene-SAUSA300_RS03745","gene-SAUSA300_RS03745",0,1,0,0,0,2
"gene-SAUSA300_RS03750","gene-SAUSA300_RS03750",3,1,4,2,0,2
"gene-SAUSA300_RS03755","gene-SAUSA300_RS03755",2,2,7,2,2,0
"gene-SAUSA300_RS03760","gene-SAUSA300_RS03760",3,3,0,0,4,1
"gene-SAUSA300_RS03765","gene-SAUSA300_RS03765",1,2,4,6,8,3
"gene-SAUSA300_RS03770","gene-SAUSA300_RS03770",8,16,11,6,14,2
"gene-SAUSA300_RS03775","gene-SAUSA300_RS03775",154,144,196,536,544,584
"gene-SAUSA300_RS03785","gene-SAUSA300_RS03785",19,8,28,13,17,12
"gene-SAUSA300_RS03790","gene-SAUSA300_RS03790",50,42,66,50,58,54
"gene-SAUSA300_RS03795","gene-SAUSA300_RS03795",23,31,24,36,34,62
"gene-SAUSA300_RS03800","gene-SAUSA300_RS03800",64,73,81,123,130,115
"gene-SAUSA300_RS03805","gene-SAUSA300_RS03805",10,6,0,7,0,6
"gene-SAUSA300_RS03810","gene-SAUSA300_RS03810",24,22,18,13,6,18
"gene-SAUSA300_RS03815","gene-SAUSA300_RS03815",78,91,131,101,112,87
"gene-SAUSA300_RS03820","gene-SAUSA300_RS03820",0,0,0,0,0,0
"gene-SAUSA300_RS03825","gene-SAUSA300_RS03825",52,54,42,44,49,40
"gene-SAUSA300_RS15970","gene-SAUSA300_RS15970",0,0,0,0,0,0
"gene-SAUSA300_RS03830","gene-SAUSA300_RS03830",2,2,8,0,0,4
"gene-SAUSA300_RS03835","gene-SAUSA300_RS03835",2,8,4,8,4,0
"gene-SAUSA300_RS03840","gene-SAUSA300_RS03840",12,13,17,32,11,28
"gene-SAUSA300_RS03845","gene-SAUSA300_RS03845",158,122,136,192,275,263
"gene-SAUSA300_RS03850","gene-SAUSA300_RS03850",9,8,14,16,18,24
"gene-SAUSA300_RS03860","gene-SAUSA300_RS03860",0,0,0,0,0,0
"gene-SAUSA300_RS03865","gene-SAUSA300_RS03865",2,0,0,0,0,0
"gene-SAUSA300_RS03870","gene-SAUSA300_RS03870",2,0,2,2,0,0
"gene-SAUSA300_RS03875","gene-SAUSA300_RS03875",2,0,0,4,0,0
"gene-SAUSA300_RS03880","gene-SAUSA300_RS03880",0,0,2,8,16,0
"gene-SAUSA300_RS03885","gene-SAUSA300_RS03885",9,9,10,29,24,23
"gene-SAUSA300_RS03890","gene-SAUSA300_RS03890",9,7,6,9,15,7
"gene-SAUSA300_RS03895","gene-SAUSA300_RS03895",0,0,0,0,0,0
"gene-SAUSA300_RS03900","gene-SAUSA300_RS03900",8,6,2,22,23,19
"gene-SAUSA300_RS03905","gene-SAUSA300_RS03905",2,12,12,35,39,44
"gene-SAUSA300_RS03910","gene-SAUSA300_RS03910",8,11,16,22,18,4
"gene-SAUSA300_RS03915","gene-SAUSA300_RS03915",54,52,70,124,120,92
"gene-SAUSA300_RS03920","gene-SAUSA300_RS03920",1,2,6,7,3,6
"gene-SAUSA300_RS03925","gene-SAUSA300_RS03925",6,0,2,0,3,4
"gene-SAUSA300_RS03930","gene-SAUSA300_RS03930",12,10,14,65,30,34
"gene-SAUSA300_RS03935","gene-SAUSA300_RS03935",2,4,4,13,20,12
"gene-SAUSA300_RS03940","gene-SAUSA300_RS03940",0,8,10,20,20,20
"gene-SAUSA300_RS03945","gene-SAUSA300_RS03945",30,38,26,25,14,24
"gene-SAUSA300_RS03950","gene-SAUSA300_RS03950",2,0,2,0,0,0
"gene-SAUSA300_RS03955","gene-SAUSA300_RS03955",4,4,4,3,0,0
"gene-SAUSA300_RS03960","gene-SAUSA300_RS03960",172,234,106,221,262,356
"gene-SAUSA300_RS03965","gene-SAUSA300_RS03965",112,92,124,136,128,149
"gene-SAUSA300_RS03970","gene-SAUSA300_RS03970",0,0,0,0,0,0
"gene-SAUSA300_RS03975","gene-SAUSA300_RS03975",14,16,12,18,12,24
"gene-SAUSA300_RS03980","gene-SAUSA300_RS03980",0,0,1,0,0,0
"gene-SAUSA300_RS03985","gene-SAUSA300_RS03985",0,0,5,2,0,0
"gene-SAUSA300_RS03990","gene-SAUSA300_RS03990",0,2,2,2,2,2
"gene-SAUSA300_RS03995","gene-SAUSA300_RS03995",0,0,0,0,0,0
"gene-SAUSA300_RS04000","gene-SAUSA300_RS04000",46,48,24,46,56,54
"gene-SAUSA300_RS04005","gene-SAUSA300_RS04005",122,76,128,162,154,162
"gene-SAUSA300_RS04010","gene-SAUSA300_RS04010",33,18,28,54,104,92
"gene-SAUSA300_RS04015","gene-SAUSA300_RS04015",2,2,0,22,17,15
"gene-SAUSA300_RS04020","gene-SAUSA300_RS04020",5,9,13,51,29,31
"gene-SAUSA300_RS04025","gene-SAUSA300_RS04025",11,13,8,39,45,20
"gene-SAUSA300_RS04030","gene-SAUSA300_RS04030",128,148,113,201,101,172
"gene-SAUSA300_RS04040","gene-SAUSA300_RS04040",64,58,29,77,38,70
"gene-SAUSA300_RS04045","gene-SAUSA300_RS04045",637,625,575,544,462,564
"gene-SAUSA300_RS04050","gene-SAUSA300_RS04050",619,575,703,646,511,636
"gene-SAUSA300_RS04060","gene-SAUSA300_RS04060",16,31,26,46,44,40
"gene-SAUSA300_RS04065","gene-SAUSA300_RS04065",87,60,82,93,135,110
"gene-SAUSA300_RS04070","gene-SAUSA300_RS04070",133,141,177,242,178,229
"gene-SAUSA300_RS04075","gene-SAUSA300_RS04075",214,257,110,2769,2806,2701
"gene-SAUSA300_RS04080","gene-SAUSA300_RS04080",763,712,617,4925,5691,5042
"gene-SAUSA300_RS04085","gene-SAUSA300_RS04085",320,340,354,2830,2925,2888
"gene-SAUSA300_RS04090","gene-SAUSA300_RS04090",300,360,407,2304,2650,2325
"gene-SAUSA300_RS04095","gene-SAUSA300_RS04095",632,787,755,4388,4548,4283
"gene-SAUSA300_RS04100","gene-SAUSA300_RS04100",1229,1410,1387,5179,5546,5047
"gene-SAUSA300_RS04105","gene-SAUSA300_RS04105",30,26,18,28,19,12
"gene-SAUSA300_RS04110","gene-SAUSA300_RS04110",13,14,21,9,19,20
"gene-SAUSA300_RS04115","gene-SAUSA300_RS04115",34,40,55,50,40,48
"gene-SAUSA300_RS04120","gene-SAUSA300_RS04120",227,204,307,236,214,265
"gene-SAUSA300_RS04125","gene-SAUSA300_RS04125",41,23,58,33,32,25
"gene-SAUSA300_RS04135","gene-SAUSA300_RS04135",1,0,0,3,2,0
"gene-SAUSA300_RS15975","gene-SAUSA300_RS15975",3,3,2,5,2,3
"gene-SAUSA300_RS04145","gene-SAUSA300_RS04145",4,4,0,7,6,6
"gene-SAUSA300_RS04150","gene-SAUSA300_RS04150",0,0,0,0,0,0
"gene-SAUSA300_RS04155","gene-SAUSA300_RS04155",2,0,0,2,0,0
"gene-SAUSA300_RS04160","gene-SAUSA300_RS04160",2,1,6,2,6,2
"gene-SAUSA300_RS04165","gene-SAUSA300_RS04165",1737,1672,1418,2066,2985,2722
"gene-SAUSA300_RS04170","gene-SAUSA300_RS04170",0,0,0,0,0,2
"gene-SAUSA300_RS04175","gene-SAUSA300_RS04175",2,2,4,2,2,0
"gene-SAUSA300_RS04180","gene-SAUSA300_RS04180",10,15,4,6,6,0
"gene-SAUSA300_RS04185","gene-SAUSA300_RS04185",2,6,0,0,0,0
"gene-SAUSA300_RS04190","gene-SAUSA300_RS04190",12,14,12,26,4,6
"gene-SAUSA300_RS04195","gene-SAUSA300_RS04195",0,0,0,5,2,6
"gene-SAUSA300_RS04200","gene-SAUSA300_RS04200",2,2,0,0,5,0
"gene-SAUSA300_RS04205","gene-SAUSA300_RS04205",0,0,0,0,2,0
"gene-SAUSA300_RS04210","gene-SAUSA300_RS04210",3,1,0,0,0,1
"gene-SAUSA300_RS04215","gene-SAUSA300_RS04215",11,9,10,2,8,4
"gene-SAUSA300_RS04220","gene-SAUSA300_RS04220",202,217,315,396,294,320
"gene-SAUSA300_RS04225","gene-SAUSA300_RS04225",45,42,107,80,58,66
"gene-SAUSA300_RS04230","gene-SAUSA300_RS04230",15,24,18,32,28,22
"gene-SAUSA300_RS04235","gene-SAUSA300_RS04235",8,10,14,10,8,12
"gene-SAUSA300_RS04240","gene-SAUSA300_RS04240",70,76,32,142,142,120
"gene-SAUSA300_RS04245","gene-SAUSA300_RS04245",111,102,57,78,116,80
"gene-SAUSA300_RS04250","gene-SAUSA300_RS04250",5,10,5,8,9,8
"gene-SAUSA300_RS04255","gene-SAUSA300_RS04255",11,29,14,23,14,34
"gene-SAUSA300_RS04260","gene-SAUSA300_RS04260",14,22,8,43,32,48
"gene-SAUSA300_RS04265","gene-SAUSA300_RS04265",9,16,10,9,9,12
"gene-SAUSA300_RS04270","gene-SAUSA300_RS04270",106,120,89,172,156,195
"gene-SAUSA300_RS04280","gene-SAUSA300_RS04280",0,8,7,10,4,12
"gene-SAUSA300_RS04290","gene-SAUSA300_RS04290",25,15,21,28,30,32
"gene-SAUSA300_RS04295","gene-SAUSA300_RS04295",17,20,8,12,8,4
"gene-SAUSA300_RS04300","gene-SAUSA300_RS04300",16,11,17,12,16,12
"gene-SAUSA300_RS04305","gene-SAUSA300_RS04305",13,19,16,11,16,18
"gene-SAUSA300_RS04310","gene-SAUSA300_RS04310",32,22,22,31,14,20
"gene-SAUSA300_RS04315","gene-SAUSA300_RS04315",2,0,2,1,0,0
"gene-SAUSA300_RS04320","gene-SAUSA300_RS04320",0,0,0,0,0,0
"gene-SAUSA300_RS04325","gene-SAUSA300_RS04325",0,0,0,0,0,0
"gene-SAUSA300_RS04330","gene-SAUSA300_RS04330",4,0,0,1,0,0
"gene-SAUSA300_RS04335","gene-SAUSA300_RS04335",1,2,0,3,0,2
"gene-SAUSA300_RS04340","gene-SAUSA300_RS04340",3,2,0,5,2,3
"gene-SAUSA300_RS04345","gene-SAUSA300_RS04345",6,9,7,3,0,2
"gene-SAUSA300_RS15215","gene-SAUSA300_RS15215",0,1,0,0,0,1
"gene-SAUSA300_RS04350","gene-SAUSA300_RS04350",0,2,0,1,0,1
"gene-SAUSA300_RS04355","gene-SAUSA300_RS04355",2,3,1,0,0,2
"gene-SAUSA300_RS04360","gene-SAUSA300_RS04360",4,16,1,1,2,4
"gene-SAUSA300_RS04365","gene-SAUSA300_RS04365",18,3,4,9,8,6
"gene-SAUSA300_RS04370","gene-SAUSA300_RS04370",4,2,0,2,2,1
"gene-SAUSA300_RS04375","gene-SAUSA300_RS04375",0,0,0,0,0,0
"gene-SAUSA300_RS04380","gene-SAUSA300_RS04380",4,17,2,13,6,13
"gene-SAUSA300_RS04385","gene-SAUSA300_RS04385",0,2,2,2,1,0
"gene-SAUSA300_RS15225","gene-SAUSA300_RS15225",0,0,0,0,0,1
"gene-SAUSA300_RS15980","gene-SAUSA300_RS15980",0,0,0,0,0,1
"gene-SAUSA300_RS04390","gene-SAUSA300_RS04390",8,6,6,2,4,8
"gene-SAUSA300_RS04395","gene-SAUSA300_RS04395",316,328,238,32,22,18
"gene-SAUSA300_RS04400","gene-SAUSA300_RS04400",929,1052,757,1794,2500,2644
"gene-SAUSA300_RS04405","gene-SAUSA300_RS04405",16,11,22,30,47,27
"gene-SAUSA300_RS04410","gene-SAUSA300_RS04410",4,16,8,25,4,18
"gene-SAUSA300_RS04415","gene-SAUSA300_RS04415",54,23,26,51,41,28
"gene-SAUSA300_RS04420","gene-SAUSA300_RS04420",60,77,41,61,80,76
"gene-SAUSA300_RS04425","gene-SAUSA300_RS04425",25,35,28,48,36,31
"gene-SAUSA300_RS04430","gene-SAUSA300_RS04430",144,139,115,209,193,164
"gene-SAUSA300_RS04435","gene-SAUSA300_RS04435",0,0,0,0,0,0
"gene-SAUSA300_RS04440","gene-SAUSA300_RS04440",0,0,0,0,0,0
"gene-SAUSA300_RS04445","gene-SAUSA300_RS04445",41,44,25,124,98,112
"gene-SAUSA300_RS04450","gene-SAUSA300_RS04450",8,0,2,8,13,10
"gene-SAUSA300_RS04455","gene-SAUSA300_RS04455",0,0,0,0,0,0
"gene-SAUSA300_RS04460","gene-SAUSA300_RS04460",2,2,0,2,2,0
"gene-SAUSA300_RS04465","gene-SAUSA300_RS04465",3,3,2,2,1,5
"gene-SAUSA300_RS04470","gene-SAUSA300_RS04470",9,9,5,14,22,27
"gene-SAUSA300_RS04475","gene-SAUSA300_RS04475",50,42,43,150,110,112
"gene-SAUSA300_RS04480","gene-SAUSA300_RS04480",2,0,0,0,0,2
"gene-SAUSA300_RS04485","gene-SAUSA300_RS04485",0,2,0,0,2,4
"gene-SAUSA300_RS04490","gene-SAUSA300_RS04490",4,0,3,14,4,16
"gene-SAUSA300_RS04495","gene-SAUSA300_RS04495",8,6,7,8,2,6
"gene-SAUSA300_RS04500","gene-SAUSA300_RS04500",18,8,16,20,14,6
"gene-SAUSA300_RS04505","gene-SAUSA300_RS04505",0,0,0,0,0,0
"gene-SAUSA300_RS04510","gene-SAUSA300_RS04510",0,0,0,0,0,0
"gene-SAUSA300_RS04515","gene-SAUSA300_RS04515",28,20,10,14,18,21
"gene-SAUSA300_RS04520","gene-SAUSA300_RS04520",20,16,14,41,27,49
"gene-SAUSA300_RS04525","gene-SAUSA300_RS04525",2,2,0,2,4,6
"gene-SAUSA300_RS04530","gene-SAUSA300_RS04530",29,16,13,39,25,50
"gene-SAUSA300_RS04535","gene-SAUSA300_RS04535",4,6,0,23,26,20
"gene-SAUSA300_RS04540","gene-SAUSA300_RS04540",4,10,8,12,2,21
"gene-SAUSA300_RS04545","gene-SAUSA300_RS04545",89,78,56,179,122,191
"gene-SAUSA300_RS04550","gene-SAUSA300_RS04550",4,13,4,38,20,43
"gene-SAUSA300_RS04555","gene-SAUSA300_RS04555",14,23,31,46,22,49
"gene-SAUSA300_RS04560","gene-SAUSA300_RS04560",292,248,256,136,148,140
"gene-SAUSA300_RS04565","gene-SAUSA300_RS04565",20,16,12,10,12,28
"gene-SAUSA300_RS04570","gene-SAUSA300_RS04570",0,1,2,0,2,0
"gene-SAUSA300_RS04575","gene-SAUSA300_RS04575",8,7,10,20,14,28
"gene-SAUSA300_RS04580","gene-SAUSA300_RS04580",2,0,0,2,2,0
"gene-SAUSA300_RS04585","gene-SAUSA300_RS04585",14,15,8,36,24,21
"gene-SAUSA300_RS04590","gene-SAUSA300_RS04590",18,14,15,49,41,52
"gene-SAUSA300_RS04595","gene-SAUSA300_RS04595",11,8,28,76,94,115
"gene-SAUSA300_RS04600","gene-SAUSA300_RS04600",42,56,54,279,263,265
"gene-SAUSA300_RS04605","gene-SAUSA300_RS04605",9,27,11,83,86,88
"gene-SAUSA300_RS04610","gene-SAUSA300_RS04610",4,9,12,29,61,55
"gene-SAUSA300_RS04615","gene-SAUSA300_RS04615",62,68,56,369,373,363
"gene-SAUSA300_RS04620","gene-SAUSA300_RS04620",0,0,2,0,0,2
"gene-SAUSA300_RS04625","gene-SAUSA300_RS04625",11,15,19,43,43,36
"gene-SAUSA300_RS04630","gene-SAUSA300_RS04630",54,34,48,48,36,26
"gene-SAUSA300_RS04635","gene-SAUSA300_RS04635",76,66,78,48,42,48
"gene-SAUSA300_RS04640","gene-SAUSA300_RS04640",220,188,230,505,445,451
"gene-SAUSA300_RS04645","gene-SAUSA300_RS04645",519,492,547,806,809,763
"gene-SAUSA300_RS04655","gene-SAUSA300_RS04655",24,29,28,4,8,4
"gene-SAUSA300_RS04660","gene-SAUSA300_RS04660",8,4,11,7,3,5
"gene-SAUSA300_RS04665","gene-SAUSA300_RS04665",0,0,4,3,3,0
"gene-SAUSA300_RS04670","gene-SAUSA300_RS04670",154,108,150,144,114,146
"gene-SAUSA300_RS04675","gene-SAUSA300_RS04675",4,0,0,2,2,2
"gene-SAUSA300_RS04680","gene-SAUSA300_RS04680",3,2,2,2,0,2
"gene-SAUSA300_RS04685","gene-SAUSA300_RS04685",0,0,0,4,0,6
"gene-SAUSA300_RS04690","gene-SAUSA300_RS04690",56,39,49,64,41,50
"gene-SAUSA300_RS04695","gene-SAUSA300_RS04695",132,110,125,170,180,180
"gene-SAUSA300_RS04700","gene-SAUSA300_RS04700",106,135,138,271,228,198
"gene-SAUSA300_RS04705","gene-SAUSA300_RS04705",0,6,2,4,0,2
"gene-SAUSA300_RS04710","gene-SAUSA300_RS04710",112,175,135,271,218,219
"gene-SAUSA300_RS04715","gene-SAUSA300_RS04715",18,25,15,41,51,40
"gene-SAUSA300_RS04720","gene-SAUSA300_RS04720",2,4,2,15,18,23
"gene-SAUSA300_RS04725","gene-SAUSA300_RS04725",0,0,0,0,0,2
"gene-SAUSA300_RS04730","gene-SAUSA300_RS04730",120,170,156,302,294,358
"gene-SAUSA300_RS04735","gene-SAUSA300_RS04735",0,0,0,0,0,0
"gene-SAUSA300_RS04740","gene-SAUSA300_RS04740",0,0,0,0,0,0
"gene-SAUSA300_RS04745","gene-SAUSA300_RS04745",0,0,0,0,0,0
"gene-SAUSA300_RS04750","gene-SAUSA300_RS04750",0,0,0,0,0,0
"gene-SAUSA300_RS04755","gene-SAUSA300_RS04755",0,0,0,0,0,0
"gene-SAUSA300_RS04760","gene-SAUSA300_RS04760",42,24,22,52,66,58
"gene-SAUSA300_RS04765","gene-SAUSA300_RS04765",4,0,0,2,5,6
"gene-SAUSA300_RS04770","gene-SAUSA300_RS04770",6,6,22,38,29,31
"gene-SAUSA300_RS04775","gene-SAUSA300_RS04775",148,144,138,164,212,189
"gene-SAUSA300_RS04780","gene-SAUSA300_RS04780",0,0,0,0,0,0
"gene-SAUSA300_RS04785","gene-SAUSA300_RS04785",2,6,0,6,8,8
"gene-SAUSA300_RS04790","gene-SAUSA300_RS04790",12,8,14,40,38,44
"gene-SAUSA300_RS04795","gene-SAUSA300_RS04795",59,60,69,149,141,170
"gene-SAUSA300_RS04800","gene-SAUSA300_RS04800",74,66,106,171,141,199
"gene-SAUSA300_RS04805","gene-SAUSA300_RS04805",211,246,308,445,388,434
"gene-SAUSA300_RS04810","gene-SAUSA300_RS04810",0,4,4,0,2,4
"gene-SAUSA300_RS04815","gene-SAUSA300_RS04815",0,0,0,0,0,0
"gene-SAUSA300_RS04820","gene-SAUSA300_RS04820",0,4,0,0,0,0
"gene-SAUSA300_RS04825","gene-SAUSA300_RS04825",0,0,0,0,2,2
"gene-SAUSA300_RS04830","gene-SAUSA300_RS04830",0,2,0,4,6,2
"gene-SAUSA300_RS04835","gene-SAUSA300_RS04835",12,34,32,22,22,18
"gene-SAUSA300_RS04840","gene-SAUSA300_RS04840",1014,1129,723,1531,1804,1848
"gene-SAUSA300_RS04845","gene-SAUSA300_RS04845",98,98,115,145,176,187
"gene-SAUSA300_RS04850","gene-SAUSA300_RS04850",0,0,0,0,0,0
"gene-SAUSA300_RS04855","gene-SAUSA300_RS04855",0,4,4,0,8,12
"gene-SAUSA300_RS04860","gene-SAUSA300_RS04860",18,10,17,48,40,51
"gene-SAUSA300_RS04865","gene-SAUSA300_RS04865",5,13,6,21,27,30
"gene-SAUSA300_RS04870","gene-SAUSA300_RS04870",6,0,0,6,2,3
"gene-SAUSA300_RS04875","gene-SAUSA300_RS04875",2,2,4,8,0,0
"gene-SAUSA300_RS04880","gene-SAUSA300_RS04880",20,26,10,29,28,24
"gene-SAUSA300_RS04885","gene-SAUSA300_RS04885",28,51,35,48,43,21
"gene-SAUSA300_RS04890","gene-SAUSA300_RS04890",0,4,0,2,4,4
"gene-SAUSA300_RS04895","gene-SAUSA300_RS04895",4,10,12,18,11,18
"gene-SAUSA300_RS04900","gene-SAUSA300_RS04900",24,18,18,42,40,36
"gene-SAUSA300_RS04905","gene-SAUSA300_RS04905",34,39,24,62,48,54
"gene-SAUSA300_RS04910","gene-SAUSA300_RS04910",26,12,26,52,48,55
"gene-SAUSA300_RS04915","gene-SAUSA300_RS04915",2,8,2,2,4,2
"gene-SAUSA300_RS04920","gene-SAUSA300_RS04920",0,0,2,0,8,2
"gene-SAUSA300_RS04925","gene-SAUSA300_RS04925",28,30,20,30,24,40
"gene-SAUSA300_RS04930","gene-SAUSA300_RS04930",4,6,6,21,14,10
"gene-SAUSA300_RS04935","gene-SAUSA300_RS04935",4,4,4,2,12,4
